track,domain,system_id,embedding_model,generator_model,failure_type,count
retrieval-only,financebench-open-source,hybrid-rerank,bge-m3-proxy,retrieval-probe,retrieval_miss,86
retrieval-only,financebench-open-source,hybrid-rerank,e5-large-v2-proxy,retrieval-probe,context_bloat,8
retrieval-only,financebench-open-source,hybrid-rerank,e5-large-v2-proxy,retrieval-probe,retrieval_miss,86
retrieval-only,financebench-open-source,hybrid-rerank,finance-e5-proxy,retrieval-probe,context_bloat,7
retrieval-only,financebench-open-source,hybrid-rerank,finance-e5-proxy,retrieval-probe,retrieval_miss,86
retrieval-only,financebench-open-source,pageindex-oss,bge-m3-proxy,retrieval-probe,context_bloat,7
retrieval-only,financebench-open-source,pageindex-oss,bge-m3-proxy,retrieval-probe,generation_hallucination,1
retrieval-only,financebench-open-source,pageindex-oss,bge-m3-proxy,retrieval-probe,retrieval_miss,84
retrieval-only,financebench-open-source,pageindex-oss,e5-large-v2-proxy,retrieval-probe,context_bloat,7
retrieval-only,financebench-open-source,pageindex-oss,e5-large-v2-proxy,retrieval-probe,generation_hallucination,1
retrieval-only,financebench-open-source,pageindex-oss,e5-large-v2-proxy,retrieval-probe,retrieval_miss,84
retrieval-only,financebench-open-source,pageindex-oss,finance-e5-proxy,retrieval-probe,context_bloat,8
retrieval-only,financebench-open-source,pageindex-oss,finance-e5-proxy,retrieval-probe,generation_hallucination,1
retrieval-only,financebench-open-source,pageindex-oss,finance-e5-proxy,retrieval-probe,retrieval_miss,84
retrieval-only,financebench-open-source,parent-child,none,retrieval-probe,context_bloat,7
retrieval-only,financebench-open-source,parent-child,none,retrieval-probe,retrieval_miss,95
retrieval-only,general-docs,bm25,none,retrieval-probe,context_bloat,3
retrieval-only,general-docs,bm25,none,retrieval-probe,retrieval_miss,4
retrieval-only,general-docs,dense-vector,bge-m3-proxy,retrieval-probe,context_bloat,2
retrieval-only,general-docs,dense-vector,e5-large-v2-proxy,retrieval-probe,context_bloat,2
retrieval-only,general-docs,dense-vector,finance-e5-proxy,retrieval-probe,context_bloat,2
retrieval-only,general-docs,hybrid,bge-m3-proxy,retrieval-probe,context_bloat,2
retrieval-only,general-docs,hybrid,e5-large-v2-proxy,retrieval-probe,context_bloat,3
retrieval-only,general-docs,hybrid,finance-e5-proxy,retrieval-probe,context_bloat,2
retrieval-only,general-docs,hybrid-rerank,bge-m3-proxy,retrieval-probe,context_bloat,2
retrieval-only,general-docs,hybrid-rerank,e5-large-v2-proxy,retrieval-probe,context_bloat,2
retrieval-only,general-docs,hybrid-rerank,finance-e5-proxy,retrieval-probe,context_bloat,2
retrieval-only,general-docs,pageindex-oss,bge-m3-proxy,retrieval-probe,context_bloat,1
retrieval-only,general-docs,pageindex-oss,bge-m3-proxy,retrieval-probe,generation_hallucination,1
retrieval-only,general-docs,pageindex-oss,e5-large-v2-proxy,retrieval-probe,context_bloat,1
retrieval-only,general-docs,pageindex-oss,e5-large-v2-proxy,retrieval-probe,generation_hallucination,1
retrieval-only,general-docs,pageindex-oss,finance-e5-proxy,retrieval-probe,context_bloat,1
retrieval-only,general-docs,pageindex-oss,finance-e5-proxy,retrieval-probe,generation_hallucination,1
retrieval-only,general-docs,parent-child,none,retrieval-probe,context_bloat,2
retrieval-only,general-docs,parent-child,none,retrieval-probe,generation_hallucination,1
retrieval-only,general-docs,parent-child,none,retrieval-probe,retrieval_miss,5
